show_id,title,type,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1983,Show 1983,TV Show,Director 176,"Actor 1252, Actor 3523",Brazil,17-Dec-2020,1952,TV-Y7-FV,70 min,"Dramas, Independent Movies",This is the description for Show 1983.
s1984,Show 1984,TV Show,Director 3885,"Actor 261, Actor 2122",Brazil,28-Dec-2020,1947,TV-PG,2 Seasons,Romantic Movies,This is the description for Show 1984.
s1985,Show 1985,Movie,Director 1934,"Actor 927, Actor 3667",United States,22-Jul-2021,1967,PG,169 min,Horror Movies,This is the description for Show 1985.
s1986,Show 1986,TV Show,Director 2798,"Actor 199, Actor 3830",South Korea,6-May-2020,1980,PG,3 Seasons,"Comedies, Dramas",This is the description for Show 1986.
s1987,Show 1987,Movie,Director 799,"Actor 1614, Actor 2746",Germany,15-Mar-2021,2018,TV-Y7-FV,158 min,Romantic Movies,This is the description for Show 1987.
s1988,Show 1988,Movie,Director 1351,"Actor 856, Actor 2389",India,8-Feb-2020,1988,TV-13,71 min,Stand-Up Comedy,This is the description for Show 1988.
s1989,Show 1989,Movie,Director 69,"Actor 398, Actor 2231",United States,11-Jun-2021,1991,PG,2 Seasons,Children & Family Movies,This is the description for Show 1989.
s1990,Show 1990,TV Show,Director 3852,"Actor 928, Actor 2773",Spain,25-Feb-2020,1994,NR,2 Seasons,Stand-Up Comedy,This is the description for Show 1990.
s1991,Show 1991,TV Show,Director 1740,"Actor 37, Actor 2340",Canada,21-Apr-2020,1975,TV-M,1 Seasons,Thrillers,This is the description for Show 1991.
s1992,Show 1992,TV Show,Director 2086,"Actor 799, Actor 3270",Canada,20-Aug-2021,1934,TV-M,3 Seasons,"Comedies, Dramas",This is the description for Show 1992.
s1993,Show 1993,Movie,Director 3538,"Actor 1462, Actor 3898",India,27-Jul-2021,1925,TV-14,5 Seasons,Romantic Movies,This is the description for Show 1993.
s1994,Show 1994,Movie,Director 1538,"Actor 295, Actor 2042",United States,11-Aug-2020,1983,PG-13,150 min,"Dramas, International Movies",This is the description for Show 1994.
s1995,Show 1995,Movie,Director 1474,"Actor 131, Actor 3989",United States,11-Oct-2021,1948,G,4 Seasons,"Dramas, Independent Movies",This is the description for Show 1995.
s1996,Show 1996,Movie,Director 3196,"Actor 1381, Actor 3499",United Kingdom,14-Jul-2021,1996,TV-18,4 Seasons,Stand-Up Comedy,This is the description for Show 1996.
s1997,Show 1997,Movie,Director 1775,"Actor 12, Actor 2020",United Kingdom,11-May-2020,1986,Unrated,8 Seasons,Horror Movies,This is the description for Show 1997.
s1998,Show 1998,TV Show,Director 2272,"Actor 356, Actor 3111",Brazil,26-Nov-2020,1995,TV-Y7,62 min,Stand-Up Comedy,This is the description for Show 1998.
s1999,Show 1999,Movie,Director 2150,"Actor 1222, Actor 2261",United States,9-Nov-2020,1928,PG,2 Seasons,"Comedies, Dramas",This is the description for Show 1999.
s2000,Show 2000,Movie,Director 1962,"Actor 1644, Actor 2533",Spain,13-Mar-2020,1995,TV-MA,7 Seasons,"Dramas, Independent Movies",This is the description for Show 2000.
s2001,Show 2001,TV Show,Director 1269,"Actor 865, Actor 2831",United States,8-Nov-2021,1981,R,156 min,Romantic Movies,This is the description for Show 2001.
s2002,Show 2002,TV Show,Director 222,"Actor 944, Actor 2050",Brazil,13-Aug-2021,2007,TV-Y,3 Seasons,"Comedies, Dramas",This is the description for Show 2002.
s2003,Show 2003,Movie,Director 1526,"Actor 1191, Actor 2298",United Kingdom,20-Mar-2021,1990,PG,179 min,Stand-Up Comedy,This is the description for Show 2003.
s2004,Show 2004,TV Show,Director 1136,"Actor 1363, Actor 2758",France,10-Aug-2021,1983,UR,169 min,Documentaries,This is the description for Show 2004.
s2005,Show 2005,Movie,Director 3858,"Actor 1872, Actor 2640",Spain,14-Feb-2020,1949,UR,98 min,Romantic Movies,This is the description for Show 2005.
s2006,Show 2006,Movie,Director 3152,"Actor 1526, Actor 2902",Germany,24-May-2020,1932,TV-Y,7 Seasons,"Dramas, Independent Movies",This is the description for Show 2006.
s2007,Show 2007,Movie,Director 4084,"Actor 535, Actor 2169",India,12-Sep-2020,1936,Unrated,5 Seasons,Thrillers,This is the description for Show 2007.
s2008,Show 2008,Movie,Director 3734,"Actor 1492, Actor 2679",South Korea,3-Jun-2020,1970,TV-M,127 min,"Dramas, International Movies",This is the description for Show 2008.
s2009,Show 2009,Movie,Director 2988,"Actor 1823, Actor 2252",United States,13-Aug-2020,1991,PG,85 min,"Dramas, International Movies",This is the description for Show 2009.
s2010,Show 2010,Movie,Director 1334,"Actor 636, Actor 3519",France,4-Jul-2021,1978,TV-Y,83 min,Horror Movies,This is the description for Show 2010.
s2011,Show 2011,Movie,Director 225,"Actor 1020, Actor 3290",United Kingdom,6-Aug-2021,2006,PG,9 Seasons,Children & Family Movies,This is the description for Show 2011.
s2012,Show 2012,Movie,Director 3218,"Actor 893, Actor 2258",Canada,27-Apr-2021,1945,TV-Y7-FV,73 min,Thrillers,This is the description for Show 2012.
s2013,Show 2013,Movie,Director 1945,"Actor 1837, Actor 2458",South Korea,14-Feb-2021,1960,TV-M,180 min,"Dramas, Independent Movies",This is the description for Show 2013.
s2014,Show 2014,Movie,Director 1764,"Actor 1140, Actor 2558",Brazil,3-Oct-2021,1988,TV-G,140 min,"Comedies, Dramas",This is the description for Show 2014.
s2015,Show 2015,Movie,Director 413,"Actor 1272, Actor 2459",India,27-Jan-2020,1968,G,88 min,"Dramas, International Movies",This is the description for Show 2015.
s2016,Show 2016,Movie,Director 260,"Actor 520, Actor 3456",United States,9-Jul-2021,1935,Unrated,6 Seasons,Horror Movies,This is the description for Show 2016.
s2017,Show 2017,TV Show,Director 253,"Actor 1713, Actor 3844",United Kingdom,7-Jul-2021,1948,G,1 Seasons,Thrillers,This is the description for Show 2017.
s2018,Show 2018,Movie,Director 3327,"Actor 774, Actor 2599",Germany,7-Jun-2020,1987,TV-14,2 Seasons,Thrillers,This is the description for Show 2018.
s2019,Show 2019,Movie,Director 2086,"Actor 609, Actor 3127",Canada,9-Jun-2021,1927,G,8 Seasons,"Dramas, Independent Movies",This is the description for Show 2019.
s2020,Show 2020,Movie,Director 1690,"Actor 863, Actor 2793",Japan,4-Mar-2020,1947,TV-G,7 Seasons,"Comedies, Dramas",This is the description for Show 2020.
s2021,Show 2021,TV Show,Director 86,"Actor 577, Actor 3001",Canada,5-Feb-2021,1981,Unrated,120 min,Stand-Up Comedy,This is the description for Show 2021.
s2022,Show 2022,Movie,Director 2898,"Actor 1482, Actor 2601",India,7-Jul-2020,2014,TV-Y7,113 min,Documentaries,This is the description for Show 2022.
s2023,Show 2023,TV Show,Director 1482,"Actor 178, Actor 3316",France,13-Apr-2020,2008,TV-Y7,94 min,"Dramas, Independent Movies",This is the description for Show 2023.
s2024,Show 2024,Movie,Director 2554,"Actor 1711, Actor 2028",France,9-Mar-2020,2021,TV-M,140 min,Romantic Movies,This is the description for Show 2024.
s2025,Show 2025,TV Show,Director 3992,"Actor 1535, Actor 3542",India,11-Dec-2021,1945,G,6 Seasons,"Dramas, International Movies",This is the description for Show 2025.
s2026,Show 2026,TV Show,Director 4050,"Actor 160, Actor 3615",Canada,27-Dec-2021,1991,NC-17,112 min,Horror Movies,This is the description for Show 2026.
s2027,Show 2027,TV Show,Director 2248,"Actor 102, Actor 2072",India,23-Dec-2020,1968,TV-14,177 min,"Dramas, International Movies",This is the description for Show 2027.
s2028,Show 2028,TV Show,Director 1342,"Actor 1836, Actor 2286",India,11-May-2020,1972,Unrated,71 min,Children & Family Movies,This is the description for Show 2028.
s2029,Show 2029,TV Show,Director 2783,"Actor 483, Actor 2659",United States,3-Apr-2020,1984,R,69 min,Action & Adventure,This is the description for Show 2029.
s2030,Show 2030,TV Show,Director 4499,"Actor 162, Actor 2265",Brazil,14-Feb-2021,1975,TV-M,144 min,"Dramas, International Movies",This is the description for Show 2030.
s2031,Show 2031,Movie,Director 2325,"Actor 1769, Actor 3924",South Korea,26-Mar-2021,1957,TV-MA,3 Seasons,Thrillers,This is the description for Show 2031.
s2032,Show 2032,TV Show,Director 3630,"Actor 914, Actor 3096",India,27-Aug-2021,1950,PG-13,3 Seasons,Stand-Up Comedy,This is the description for Show 2032.
s2033,Show 2033,Movie,Director 473,"Actor 639, Actor 3783",Japan,11-Oct-2021,1991,TV-Y,132 min,"Dramas, Independent Movies",This is the description for Show 2033.
s2034,Show 2034,Movie,Director 2275,"Actor 1675, Actor 3723",Japan,11-Mar-2021,1977,TV-Y,2 Seasons,"Dramas, International Movies",This is the description for Show 2034.
s2035,Show 2035,Movie,Director 891,"Actor 1398, Actor 3287",United Kingdom,15-Jun-2021,1971,Unrated,73 min,"Comedies, Dramas",This is the description for Show 2035.
s2036,Show 2036,TV Show,Director 1042,"Actor 1088, Actor 2614",South Korea,2-Apr-2021,1947,TV-18,137 min,Stand-Up Comedy,This is the description for Show 2036.
s2037,Show 2037,TV Show,Director 1061,"Actor 1897, Actor 2867",United States,7-May-2020,1935,TV-G,9 Seasons,Romantic Movies,This is the description for Show 2037.
s2038,Show 2038,Movie,Director 2855,"Actor 1552, Actor 2759",United Kingdom,8-Dec-2021,1989,NC-17,1 Seasons,Children & Family Movies,This is the description for Show 2038.
s2039,Show 2039,TV Show,Director 904,"Actor 822, Actor 2319",Brazil,5-Jun-2021,1944,PG,3 Seasons,Documentaries,This is the description for Show 2039.
s2040,Show 2040,Movie,Director 1504,"Actor 1894, Actor 2993",India,17-May-2020,1969,PG,4 Seasons,Horror Movies,This is the description for Show 2040.
s2041,Show 2041,TV Show,Director 3812,"Actor 1150, Actor 3019",Brazil,9-Apr-2021,1926,R,10 Seasons,"Comedies, Dramas",This is the description for Show 2041.
s2042,Show 2042,TV Show,Director 2189,"Actor 1508, Actor 3981",United States,20-Feb-2021,1953,NC-17,5 Seasons,Thrillers,This is the description for Show 2042.
s2043,Show 2043,Movie,Director 1607,"Actor 506, Actor 3298",Spain,2-Jul-2021,1985,TV-18,158 min,Thrillers,This is the description for Show 2043.
s2044,Show 2044,Movie,Director 1528,"Actor 215, Actor 2381",United States,13-Jul-2020,1957,R,8 Seasons,Children & Family Movies,This is the description for Show 2044.
s2045,Show 2045,Movie,Director 816,"Actor 1501, Actor 3958",South Korea,4-Jul-2020,1947,NR,4 Seasons,"Dramas, Independent Movies",This is the description for Show 2045.
s2046,Show 2046,Movie,Director 4247,"Actor 1631, Actor 3128",France,22-Jun-2020,1968,Unrated,63 min,"Dramas, International Movies",This is the description for Show 2046.
s2047,Show 2047,TV Show,Director 3437,"Actor 410, Actor 2716",Canada,11-Apr-2021,1975,NR,79 min,Thrillers,This is the description for Show 2047.
s2048,Show 2048,Movie,Director 2144,"Actor 1330, Actor 2856",United Kingdom,21-Aug-2021,1960,TV-Y,3 Seasons,Action & Adventure,This is the description for Show 2048.
s2049,Show 2049,Movie,Director 260,"Actor 1943, Actor 2784",South Korea,7-May-2021,1973,Unrated,1 Seasons,Action & Adventure,This is the description for Show 2049.
s2050,Show 2050,TV Show,Director 3170,"Actor 990, Actor 3046",Brazil,12-Feb-2020,1948,NC-17,2 Seasons,Children & Family Movies,This is the description for Show 2050.
s2051,Show 2051,TV Show,Director 4517,"Actor 938, Actor 2301",Japan,13-Jun-2021,1929,TV-G,176 min,Documentaries,This is the description for Show 2051.
s2052,Show 2052,Movie,Director 2656,"Actor 847, Actor 3157",Canada,4-Sep-2020,1948,G,92 min,Stand-Up Comedy,This is the description for Show 2052.
s2053,Show 2053,TV Show,Director 1982,"Actor 1408, Actor 2686",United Kingdom,19-Feb-2021,1981,TV-Y7,164 min,Romantic Movies,This is the description for Show 2053.
s2054,Show 2054,Movie,Director 723,"Actor 1332, Actor 2187",United States,8-Aug-2021,1964,G,107 min,"Comedies, Dramas",This is the description for Show 2054.
s2055,Show 2055,Movie,Director 2503,"Actor 658, Actor 2995",Canada,27-Jul-2020,1965,TV-G,2 Seasons,"Comedies, Dramas",This is the description for Show 2055.
s2056,Show 2056,Movie,Director 1537,"Actor 1647, Actor 2432",Brazil,28-Feb-2020,1985,NR,155 min,Action & Adventure,This is the description for Show 2056.
s2057,Show 2057,TV Show,Director 211,"Actor 612, Actor 3995",Brazil,17-Sep-2020,1968,TV-14,4 Seasons,Children & Family Movies,This is the description for Show 2057.
s2058,Show 2058,Movie,Director 475,"Actor 1095, Actor 2664",France,15-Feb-2021,1941,TV-Y7-FV,101 min,Horror Movies,This is the description for Show 2058.
s2059,Show 2059,Movie,Director 4278,"Actor 581, Actor 3684",United Kingdom,23-Dec-2020,2017,G,103 min,Documentaries,This is the description for Show 2059.
s2060,Show 2060,TV Show,Director 4112,"Actor 413, Actor 2574",United States,12-May-2021,1946,NC-17,68 min,"Dramas, Independent Movies",This is the description for Show 2060.
s2061,Show 2061,TV Show,Director 961,"Actor 60, Actor 3775",South Korea,5-Nov-2020,1988,UR,178 min,Action & Adventure,This is the description for Show 2061.
s2062,Show 2062,TV Show,Director 3801,"Actor 1655, Actor 3576",South Korea,19-Nov-2020,2004,R,144 min,Thrillers,This is the description for Show 2062.
s2063,Show 2063,TV Show,Director 1034,"Actor 51, Actor 2811",India,4-Sep-2020,1992,TV-M,98 min,Action & Adventure,This is the description for Show 2063.
s2064,Show 2064,Movie,Director 778,"Actor 596, Actor 2240",France,4-Jan-2021,1993,TV-NR,3 Seasons,"Dramas, Independent Movies",This is the description for Show 2064.
s2065,Show 2065,TV Show,Director 3786,"Actor 1996, Actor 3540",Germany,23-Sep-2021,1998,TV-18,174 min,Documentaries,This is the description for Show 2065.
s2066,Show 2066,Movie,Director 4383,"Actor 1512, Actor 3890",Japan,20-Oct-2020,1949,TV-Y7,1 Seasons,"Comedies, Dramas",This is the description for Show 2066.
s2067,Show 2067,Movie,Director 335,"Actor 1390, Actor 2446",France,26-Feb-2020,2011,TV-NR,64 min,Children & Family Movies,This is the description for Show 2067.
s2068,Show 2068,TV Show,Director 1772,"Actor 1795, Actor 3924",Brazil,24-Jan-2020,1956,TV-PG,6 Seasons,Thrillers,This is the description for Show 2068.
s2069,Show 2069,TV Show,Director 1643,"Actor 1752, Actor 2569",Japan,4-Sep-2020,1944,TV-MA,8 Seasons,Romantic Movies,This is the description for Show 2069.
s2070,Show 2070,Movie,Director 2857,"Actor 634, Actor 3269",France,20-Jun-2020,2008,TV-Y7,2 Seasons,Children & Family Movies,This is the description for Show 2070.
s2071,Show 2071,Movie,Director 2442,"Actor 1803, Actor 2013",United Kingdom,22-Sep-2021,1983,TV-14,8 Seasons,"Dramas, International Movies",This is the description for Show 2071.
s2072,Show 2072,Movie,Director 2682,"Actor 562, Actor 2050",Japan,17-May-2021,1985,TV-18,123 min,Romantic Movies,This is the description for Show 2072.
s2073,Show 2073,Movie,Director 3800,"Actor 1124, Actor 2391",Japan,20-Apr-2021,1975,NC-17,63 min,Action & Adventure,This is the description for Show 2073.
s2074,Show 2074,Movie,Director 222,"Actor 583, Actor 2354",United Kingdom,10-Feb-2021,1959,TV-G,4 Seasons,"Dramas, Independent Movies",This is the description for Show 2074.
s2075,Show 2075,Movie,Director 3264,"Actor 1329, Actor 2265",Canada,9-Nov-2020,1964,TV-M,167 min,Thrillers,This is the description for Show 2075.
s2076,Show 2076,TV Show,Director 812,"Actor 143, Actor 2620",United Kingdom,12-Dec-2021,1974,TV-M,6 Seasons,Thrillers,This is the description for Show 2076.
s2077,Show 2077,Movie,Director 1630,"Actor 1410, Actor 2459",South Korea,22-Oct-2020,1931,TV-Y7-FV,3 Seasons,Children & Family Movies,This is the description for Show 2077.
s2078,Show 2078,Movie,Director 1322,"Actor 763, Actor 3732",Brazil,9-Sep-2020,1937,NC-17,109 min,"Dramas, International Movies",This is the description for Show 2078.
s2079,Show 2079,Movie,Director 1331,"Actor 1663, Actor 2066",South Korea,14-Feb-2020,1935,TV-PG,115 min,"Dramas, Independent Movies",This is the description for Show 2079.
s2080,Show 2080,Movie,Director 2052,"Actor 1985, Actor 3033",South Korea,1-Sep-2021,1987,TV-MA,2 Seasons,Horror Movies,This is the description for Show 2080.
s2081,Show 2081,Movie,Director 3463,"Actor 1950, Actor 2685",India,14-Jun-2020,2020,TV-14,8 Seasons,Children & Family Movies,This is the description for Show 2081.
s2082,Show 2082,TV Show,Director 3712,"Actor 423, Actor 3168",France,10-Nov-2020,1935,NC-17,7 Seasons,Documentaries,This is the description for Show 2082.
s2083,Show 2083,TV Show,Director 2110,"Actor 1960, Actor 2437",South Korea,7-Jul-2020,2011,TV-M,174 min,Action & Adventure,This is the description for Show 2083.
s2084,Show 2084,Movie,Director 4020,"Actor 140, Actor 3571",Japan,21-Jan-2020,1960,UR,159 min,"Comedies, Dramas",This is the description for Show 2084.
s2085,Show 2085,TV Show,Director 2913,"Actor 1724, Actor 3507",India,5-Nov-2021,2017,R,120 min,Horror Movies,This is the description for Show 2085.
s2086,Show 2086,TV Show,Director 889,"Actor 315, Actor 2860",United Kingdom,17-Nov-2020,2006,PG,4 Seasons,Horror Movies,This is the description for Show 2086.
s2087,Show 2087,TV Show,Director 2015,"Actor 842, Actor 3451",United Kingdom,28-Sep-2020,1935,PG-13,129 min,Stand-Up Comedy,This is the description for Show 2087.
s2088,Show 2088,Movie,Director 3045,"Actor 1061, Actor 3563",Germany,2-Dec-2020,1972,UR,105 min,Thrillers,This is the description for Show 2088.
s2089,Show 2089,Movie,Director 3594,"Actor 130, Actor 2325",Canada,26-Apr-2020,1948,R,5 Seasons,"Dramas, Independent Movies",This is the description for Show 2089.
s2090,Show 2090,Movie,Director 2144,"Actor 654, Actor 2541",Japan,1-Jun-2020,1939,PG,173 min,Stand-Up Comedy,This is the description for Show 2090.
s2091,Show 2091,Movie,Director 2921,"Actor 1572, Actor 2323",France,27-May-2021,1978,TV-18,2 Seasons,Thrillers,This is the description for Show 2091.
s2092,Show 2092,TV Show,Director 1853,"Actor 315, Actor 3832",United States,9-Nov-2020,2016,UR,133 min,Documentaries,This is the description for Show 2092.
s2093,Show 2093,Movie,Director 2335,"Actor 507, Actor 2729",India,15-Jan-2021,1947,TV-14,145 min,"Dramas, International Movies",This is the description for Show 2093.
s2094,Show 2094,TV Show,Director 2159,"Actor 94, Actor 3450",Spain,11-Jul-2021,1969,TV-Y7,3 Seasons,"Dramas, International Movies",This is the description for Show 2094.
s2095,Show 2095,Movie,Director 251,"Actor 479, Actor 2123",France,3-Feb-2020,2019,TV-Y7-FV,87 min,Documentaries,This is the description for Show 2095.
s2096,Show 2096,Movie,Director 936,"Actor 767, Actor 3720",Japan,26-Sep-2020,1983,TV-14,10 Seasons,"Dramas, International Movies",This is the description for Show 2096.
